רשות מקומית,ישוב,מספר זיהוי,סוג מתקן,שם המתקן,שכונה-רובע,רחוב,מספר בית,ציר X,ציר Y,מספר המבנים,בעלי המתקן,גוף מפעיל המתקן,טלפון איש קשר,דואל איש קשר,מספר מושבים,פנוי לפעילות,גידור קיים,תאורה קיימת,נגישות לנכים,חניה לרכבים,מצב המתקן,מתקן תקני לתחרויות,שימוש לתחרויות רשמיות,שנת הקמה,משרת בית ספר
בסמת טבעון,,089E1107692,מגרש פטאנק או כדורת דשא,פיטנג,כניסה לכפר,בסמת טבעון,1,237600,765660,1,בסמת טבעון,מועצה מקומית,04-9832403,khalel_z@walla.com,300,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,2003,פארק השלום
בסמת טבעון,,089G3409099,אולם ספורט בינוני – 32x19 מ',אולם ספורט,,13,,238100,765850,,בסמת טבעון,מועצה מקומית בסמת טבעון,526324108,alisat.amer1@gmail.com,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,,ליגת על,2017,
בענה,,037F3104128,אצטדיון כדורגל – 105X70 מ',מגרש כדור רגל,שכונה בדוית,רח בדויים,,226500,759300,1,בענה,מועצה מקומית,050266240,mohamed.titi38@hotmail.com,600,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,2009,מקיף בענה
בענה,,037G2100790,אולם ספורט קטן – 15x24 מ',אולם ספורט,מגרשים,מגרשים,,226150,759150,1,בענה,מועצה מקומית,050266240,mohamed.titi38@hotmail.com,,בתיאום בלבד,כן,כן,כן,כן,לא תקין ולא פעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2009,
בענה,,037B2105055,מגרש ספורט משולב – 43X32 מ',מגרש משולב,,,,226012,759098,,בענה,מועצה מקומית בענה,050266240,mohamed.titi38@hotmail.com,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,,,2017,
בענה,,037M1106163,מגרש מיני פיץ',מיני פיץ,,,,226343,759227,,בענה,מועצה מקומית בענה,,,,פתוח ללא הגבלה,לא,לא,לא,לא,פעיל וזקוק לשיפוץ,,,2011,
בקעת הירדן,,075G4108907,אולם ספורט גדול - 45X24 מ',אולם ספורט (כדורסל),,,,246600,667690,,בקעת הירדן,מועצה אזורית בקעת הירדן,,vladimir@jv.matnasim.co.il,,בתיאום בלבד,לא,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",לא רלוונטי,2017,כן
בקעת הירדן,,075F2108908,מגרש כדורגל - לא תקני,מגרש כדורגל,,,,246600,667690,,בקעת הירדן,מועצה אזורית בקעת הירדן,029941410,vladimir@jv.matnasim.co.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,לא רלוונטי,2017,לא
בקעת הירדן,,075D1309054,מסלול מרוץ ספורט מוטורי,מסלול מוטורי פצאל,,,,242822,662262,,בקעת הירדן,זכיין פרטי,,,,בתיאום בלבד,לא,לא,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,2019,
בקעת הירדן,,075P1102143,בריכת שחיה - 25X12.5 מ',בריכת ארגמן,,,,249620,675480,,,ישוב ארגמן,02-9941721,argaman@zahav.net.il,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1983,
בקעת הירדן,,075B1104496,מגרש כדורסל – 19X32 מ',מגרש כדורסל ארגמן,,,,249610,675470,,,ארגמן,02-9941410,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1987,
בקעת הירדן,,075P1102149,בריכת שחיה - 25X12.5 מ',בריכת בקעות,,,,242680,683340,,,ישוב בקעות,02-9941270,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1983,
בקעת הירדן,,075B1104529,מגרש כדורסל – 19X32 מ',מגרש כדורסל בקעות,,,,242690,683350,,,בקעות,02-9941410,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1986,
בקעת הירדן,,075P1102160,בריכת שחיה - 25X12.5 מ',בריכת גיתית,,,,237460,667440,,,ישוב גיתית,02-9941212,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2002,
בקעת הירדן,,075B1104555,מגרש כדורסל – 19X32 מ',מגרש כדורסל גיתית,,,,237470,667450,,,גיתית,02-9941410,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1987,
בקעת הירדן,,075P1102151,בריכת שחיה - 25X12.5 מ',בריכת גלגל,,,,242310,667440,,,קבוץ גלגל,02-9945555,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1983,
בקעת הירדן,,075B1104556,מגרש כדורסל – 19X32 מ',מגרש כדורסל גלגל,,,,242320,667450,,,גלגל,02-9941410,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1986,
בקעת הירדן,,075P1102189,בריכת שחיה - 25X12.5 מ',בריכת חמרה,,,,241490,678520,,,ישוב חמרה,02-9941112,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1981,
בקעת הירדן,,075B1104579,מגרש כדורסל – 19X32 מ',מגרש כדורסל חמרה,,,,241470,678510,,,חמרה,02-9941410,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1987,
בקעת הירדן,,075P1102197,בריכת שחיה - 25X12.5 מ',בריכת ייטב,,,,240190,650440,,,ישוב ייטב,02-9946888,misrad@yitav.org.il,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2002,
בקעת הירדן,,075B1104601,מגרש כדורסל – 19X32 מ',מגרש כדורסל ייטב,,,,240180,650450,,,ייטב,02-9941410,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1986,
בקעת הירדן,,075P1102202,בריכת שחיה - 25X12.5 מ',בריכת יפית,,,,244890,663130,,,ישוב יפית,02-9941678,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1995,
בקעת הירדן,,075B1104576,מגרש כדורסל – 19X32 מ',מגרש כדורסל יפית,,,,244880,663140,,,יפית,02-9941410,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1987,
בקעת הירדן,,075P1102220,בריכת שחיה - 25X12.5 מ',בריכת כפר מחולה,,,,248810,696890,,,כפר מחולה,04-6587085,meholv@netvision.net.il,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1983,
בקעת הירדן,,075B1104620,מגרש כדורסל – 19X32 מ',מגרש כדורסל כפר מחולה,,,,248810,696890,,,כפר מחולה,02-9941410,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1986,
בקעת הירדן,,075P1102219,בריכת שחיה - 25X12.5 מ',בריכת מכורה,,,,240170,674550,,,ישוב מכורה,02-9943563,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1987,
בקעת הירדן,,075B1104624,מגרש כדורסל – 19X32 מ',מגרש כדורסל מכורה,,,,240180,674560,,,מכורה,02-9941410,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1987,
בקעת הירדן,,075P1102237,בריכת שחיה - 25X12.5 מ',בריכת משואה,,,,246580,668960,,,ישוב משואה,02-9941472,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1985,
בקעת הירדן,,075B1104631,מגרש כדורסל – 19X32 מ',מגרש כדורסל משואה,,,,246590,668970,,,משואה,02-9941410,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1986,
בקעת הירדן,,075P1102242,בריכת שחיה - 25X12.5 מ',בריכת נעמה,,,,244330,646180,,,ישוב נעמה,02-9942487,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1998,
בקעת הירדן,,075B1104660,מגרש כדורסל – 19X32 מ',מגרש כדורסל נעמה,,,,244340,646190,,,נעמה,02-9941410,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1987,
בקעת הירדן,,075P1102251,בריכת שחיה - 25X12.5 מ',בריכת נערן,,,,243260,652730,,,קבוץ נערן,02-9946200,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1985,
בקעת הירדן,,075B1104672,מגרש כדורסל – 19X32 מ',מגרש כדורסל נערן,,,,243270,652740,,,נערן,02-9941410,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1986,
בקעת הירדן,,075P1102252,בריכת שחיה - 25X12.5 מ',בריכת נתיב הגדוד,,,,242190,654970,,,נתיב הגדוד,02-9941375,netiv_h@walla.com,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1988,
בקעת הירדן,,075B1104679,מגרש כדורסל – 19X32 מ',מגרש כדורסל נתיב הגדוד,,,,242200,654980,,,נתיב הגדוד,02-9941410,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1985,
בקעת הירדן,,075G2106731,אולם ספורט קטן – 15x24 מ',מרכז פיס,,,,246600,667690,,,"מתנ""ס בקעת הירדן",02-9941410,geesok@gmail.com,250,פתוח ללא הגבלה,לא,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1993,"ב""ס גפנים"
בקעת הירדן,,075B1105097,מגרש כדורסל – 19X32 מ',מגרש משולב - גפנים,,,,246790,667930,,,בית ספר גפנים,02-9946614,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2003,"ב""ס גפנים"
בקעת הירדן,,075P1102258,בריכת שחיה - 25X12.5 מ',בריכת פצאל,,,,241950,661160,,,פצאל,02-9941130,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1982,
בקעת הירדן,,075B1104687,מגרש כדורסל – 19X32 מ',מגרש כדורסל פצאל,,,,241960,661170,,,פצאל,02-9941410,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1986,
בקעת הירדן,,075P1102280,בריכת שחיה - 25X12.5 מ',בריכת רועי,,,,246070,683850,,,רועי,02-9941744,kfar_roi@netvision.net.il,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1998,
בקעת הירדן,,075B1104688,מגרש כדורסל – 19X32 מ',מגרש כדורסל רועי,,,,246080,683860,,,רועי,02-9941410,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1989,
בקעת הירדן,,075P1102298,בריכת שחיה - 25X12.5 מ',בריכת שדמות מחולה,,,,250330,694640,,,שדמות מחולה,04-6099711,moria@shadmot.co.il,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1998,
בקעת הירדן,,075B1104712,מגרש כדורסל – 19X32 מ',מגרש כדורסל שדמות מחולה,,,,250340,694660,,,שדמות מחולה,02-9941410,,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1985,
בקעת הירדן,,075F1103508,מגרש כדורגל – 45X90 מ',מגרש אזורי - תומר,,,,241790,658590,,,עמותת הספורט בקעת הירדן,02-9942931,,600,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,1993,
